2020-04-28 02:29:49 INFO  UserDaoImplementation:98 - User vmmv was updated
2020-04-30 20:22:11 INFO  CruiseDaoImplementation:55 - ports_in_route_counter = 2
2020-04-30 20:22:11 INFO  CruiseDaoImplementation:55 - ports_in_route_counter = 3
2020-04-30 20:22:11 INFO  CruiseDaoImplementation:43 - Ship{id=2, capacity=200, model='Havana'}
2020-04-30 20:22:11 INFO  CruiseDaoImplementation:44 - Port{id=3, name='Copenhagen'}
2020-04-30 20:22:11 INFO  CruiseDaoImplementation:45 - Copenhagen
2020-04-30 20:22:11 INFO  CruiseDaoImplementation:55 - ports_in_route_counter = 1
2020-04-30 20:27:15 INFO  CruiseDaoImplementation:43 - Ship{id=1, capacity=100, model='Tanya'}
2020-04-30 20:27:15 INFO  CruiseDaoImplementation:44 - Port{id=1, name='Oslo'}
2020-04-30 20:27:15 INFO  CruiseDaoImplementation:45 - Oslo
2020-04-30 20:27:15 INFO  CruiseDaoImplementation:53 - ports_in_route_counter = 1
2020-04-30 20:27:15 INFO  CruiseDaoImplementation:53 - ports_in_route_counter = 2
2020-04-30 20:27:15 INFO  CruiseDaoImplementation:53 - ports_in_route_counter = 3
2020-04-30 20:27:15 INFO  CruiseDaoImplementation:59 - How many times it will go to the previous row = 0
2020-04-30 20:27:15 INFO  CruiseDaoImplementation:59 - How many times it will go to the previous row = 1
2020-04-30 20:27:15 INFO  CruiseDaoImplementation:59 - How many times it will go to the previous row = 2
2020-04-30 20:27:15 INFO  CruiseDaoImplementation:43 - Ship{id=2, capacity=200, model='Havana'}
2020-04-30 20:27:15 INFO  CruiseDaoImplementation:44 - Port{id=3, name='Copenhagen'}
2020-04-30 20:27:15 INFO  CruiseDaoImplementation:45 - Copenhagen
2020-04-30 20:27:15 INFO  CruiseDaoImplementation:53 - ports_in_route_counter = 1
2020-04-30 20:27:15 INFO  CruiseDaoImplementation:59 - How many times it will go to the previous row = 0
2020-04-30 20:28:54 INFO  CruiseDaoImplementation:43 - Ship{id=1, capacity=100, model='Tanya'}
2020-04-30 20:28:54 INFO  CruiseDaoImplementation:44 - Port{id=1, name='Oslo'}
2020-04-30 20:28:54 INFO  CruiseDaoImplementation:45 - Oslo
2020-04-30 20:28:54 INFO  CruiseDaoImplementation:53 - ports_in_route_counter = 1
2020-04-30 20:28:54 INFO  CruiseDaoImplementation:53 - ports_in_route_counter = 2
2020-04-30 20:28:54 INFO  CruiseDaoImplementation:53 - ports_in_route_counter = 3
2020-04-30 20:28:54 INFO  CruiseDaoImplementation:59 - How many times it will go to the previous row = 0
2020-04-30 20:28:54 INFO  CruiseDaoImplementation:59 - How many times it will go to the previous row = 1
2020-04-30 20:28:54 INFO  CruiseDaoImplementation:59 - How many times it will go to the previous row = 2
2020-04-30 20:28:54 INFO  CruiseDaoImplementation:65 - Cruise{ship=Ship{id=1, capacity=100, model='Tanya'}, port=Port{id=1, name='Oslo'}, route=[Oslo, Skagen, Copenhagen, Skagen], start_date=2020-06-16, end_date=2020-06-18}
2020-04-30 20:28:54 INFO  CruiseDaoImplementation:43 - Ship{id=2, capacity=200, model='Havana'}
2020-04-30 20:28:54 INFO  CruiseDaoImplementation:44 - Port{id=3, name='Copenhagen'}
2020-04-30 20:28:54 INFO  CruiseDaoImplementation:45 - Copenhagen
2020-04-30 20:28:54 INFO  CruiseDaoImplementation:53 - ports_in_route_counter = 1
2020-04-30 20:28:54 INFO  CruiseDaoImplementation:59 - How many times it will go to the previous row = 0
2020-04-30 20:28:54 INFO  CruiseDaoImplementation:65 - Cruise{ship=Ship{id=2, capacity=200, model='Havana'}, port=Port{id=3, name='Copenhagen'}, route=[Copenhagen, Skagen], start_date=2020-06-20, end_date=2020-06-21}
2020-04-30 20:38:28 INFO  CruiseDaoImplementation:43 - Ship{id=1, capacity=100, model='Tanya'}
2020-04-30 20:38:28 INFO  CruiseDaoImplementation:44 - Port{id=1, name='Oslo'}
2020-04-30 20:38:28 INFO  CruiseDaoImplementation:45 - Oslo
2020-04-30 20:38:28 INFO  CruiseDaoImplementation:53 - ports_in_route_counter = 1
2020-04-30 20:38:28 INFO  CruiseDaoImplementation:53 - ports_in_route_counter = 2
2020-04-30 20:38:28 INFO  CruiseDaoImplementation:53 - ports_in_route_counter = 3
2020-04-30 20:38:28 INFO  CruiseDaoImplementation:53 - ports_in_route_counter = 4
2020-04-30 20:38:28 INFO  CruiseDaoImplementation:59 - How many times it will go to the previous row = 0
2020-04-30 20:38:28 INFO  CruiseDaoImplementation:59 - How many times it will go to the previous row = 1
2020-04-30 20:38:28 INFO  CruiseDaoImplementation:59 - How many times it will go to the previous row = 2
2020-04-30 20:38:28 INFO  CruiseDaoImplementation:59 - How many times it will go to the previous row = 3
2020-04-30 20:38:28 INFO  CruiseDaoImplementation:65 - Cruise{ship=Ship{id=1, capacity=100, model='Tanya'}, port=Port{id=1, name='Oslo'}, route=[Oslo, Skagen, Copenhagen, Skagen, Odense], start_date=2020-06-20, end_date=2020-06-21}
2020-04-30 20:38:28 INFO  CruiseDaoImplementation:43 - Ship{id=2, capacity=200, model='Havana'}
2020-04-30 20:38:28 INFO  CruiseDaoImplementation:44 - Port{id=2, name='Skagen'}
2020-04-30 20:38:28 INFO  CruiseDaoImplementation:45 - Skagen
2020-04-30 20:46:03 INFO  CruiseDaoImplementation:43 - Ship{id=1, capacity=100, model='Tanya'}
2020-04-30 20:46:03 INFO  CruiseDaoImplementation:44 - Port{id=1, name='Oslo'}
2020-04-30 20:46:03 INFO  CruiseDaoImplementation:45 - Oslo
2020-04-30 20:46:03 INFO  CruiseDaoImplementation:53 - ports_in_route_counter = 1
2020-04-30 20:46:03 INFO  CruiseDaoImplementation:53 - ports_in_route_counter = 2
2020-04-30 20:46:03 INFO  CruiseDaoImplementation:53 - ports_in_route_counter = 3
2020-04-30 20:46:03 INFO  CruiseDaoImplementation:53 - ports_in_route_counter = 4
2020-04-30 20:46:03 INFO  CruiseDaoImplementation:59 - How many times it will go to the previous row = 0
2020-04-30 20:46:03 INFO  CruiseDaoImplementation:61 - Current Position in table = Odense
2020-04-30 20:46:03 INFO  CruiseDaoImplementation:59 - How many times it will go to the previous row = 1
2020-04-30 20:46:03 INFO  CruiseDaoImplementation:61 - Current Position in table = Aarhus
2020-04-30 20:46:03 INFO  CruiseDaoImplementation:59 - How many times it will go to the previous row = 2
2020-04-30 20:46:03 INFO  CruiseDaoImplementation:61 - Current Position in table = Skagen
2020-04-30 20:46:03 INFO  CruiseDaoImplementation:59 - How many times it will go to the previous row = 3
2020-04-30 20:46:03 INFO  CruiseDaoImplementation:61 - Current Position in table = Copenhagen
2020-04-30 20:46:03 INFO  CruiseDaoImplementation:66 - Cruise{ship=Ship{id=1, capacity=100, model='Tanya'}, port=Port{id=1, name='Oslo'}, route=[Oslo, Skagen, Copenhagen, Skagen, Odense], start_date=2020-06-20, end_date=2020-06-21}
2020-04-30 20:46:03 INFO  CruiseDaoImplementation:43 - Ship{id=2, capacity=200, model='Havana'}
2020-04-30 20:46:03 INFO  CruiseDaoImplementation:44 - Port{id=2, name='Skagen'}
2020-04-30 20:46:03 INFO  CruiseDaoImplementation:45 - Skagen
2020-04-30 20:47:47 INFO  CruiseDaoImplementation:43 - Ship{id=1, capacity=100, model='Tanya'}
2020-04-30 20:47:47 INFO  CruiseDaoImplementation:44 - Port{id=1, name='Oslo'}
2020-04-30 20:47:47 INFO  CruiseDaoImplementation:45 - Oslo
2020-04-30 20:47:47 INFO  CruiseDaoImplementation:53 - ports_in_route_counter = 1
2020-04-30 20:47:47 INFO  CruiseDaoImplementation:55 - Current Position in table = Skagen
2020-04-30 20:47:47 INFO  CruiseDaoImplementation:53 - ports_in_route_counter = 2
2020-04-30 20:47:47 INFO  CruiseDaoImplementation:55 - Current Position in table = Copenhagen
2020-04-30 20:47:47 INFO  CruiseDaoImplementation:55 - Current Position in table = Copenhagen
2020-04-30 20:47:47 INFO  CruiseDaoImplementation:53 - ports_in_route_counter = 3
2020-04-30 20:47:47 INFO  CruiseDaoImplementation:55 - Current Position in table = Skagen
2020-04-30 20:47:47 INFO  CruiseDaoImplementation:55 - Current Position in table = Aarhus
2020-04-30 20:47:47 INFO  CruiseDaoImplementation:53 - ports_in_route_counter = 4
2020-04-30 20:47:47 INFO  CruiseDaoImplementation:55 - Current Position in table = Odense
2020-04-30 20:47:47 INFO  CruiseDaoImplementation:61 - How many times it will go to the previous row = 0
2020-04-30 20:47:47 INFO  CruiseDaoImplementation:63 - Current Position in table = Odense
2020-04-30 20:47:47 INFO  CruiseDaoImplementation:61 - How many times it will go to the previous row = 1
2020-04-30 20:47:47 INFO  CruiseDaoImplementation:63 - Current Position in table = Aarhus
2020-04-30 20:47:47 INFO  CruiseDaoImplementation:61 - How many times it will go to the previous row = 2
2020-04-30 20:47:47 INFO  CruiseDaoImplementation:63 - Current Position in table = Skagen
2020-04-30 20:47:47 INFO  CruiseDaoImplementation:61 - How many times it will go to the previous row = 3
2020-04-30 20:47:47 INFO  CruiseDaoImplementation:63 - Current Position in table = Copenhagen
2020-04-30 20:47:47 INFO  CruiseDaoImplementation:68 - Cruise{ship=Ship{id=1, capacity=100, model='Tanya'}, port=Port{id=1, name='Oslo'}, route=[Oslo, Skagen, Copenhagen, Skagen, Odense], start_date=2020-06-20, end_date=2020-06-21}
2020-04-30 20:47:47 INFO  CruiseDaoImplementation:43 - Ship{id=2, capacity=200, model='Havana'}
2020-04-30 20:47:47 INFO  CruiseDaoImplementation:44 - Port{id=2, name='Skagen'}
2020-04-30 20:47:47 INFO  CruiseDaoImplementation:45 - Skagen
2020-04-30 20:47:47 INFO  CruiseDaoImplementation:55 - Current Position in table = Aarhus
2020-04-30 20:47:47 INFO  CruiseDaoImplementation:55 - Current Position in table = Odense
2020-04-30 20:49:11 INFO  CruiseDaoImplementation:43 - Ship{id=1, capacity=100, model='Tanya'}
2020-04-30 20:49:11 INFO  CruiseDaoImplementation:44 - Port{id=1, name='Oslo'}
2020-04-30 20:49:11 INFO  CruiseDaoImplementation:45 - Oslo
2020-04-30 20:49:11 INFO  CruiseDaoImplementation:53 - ports_in_route_counter = 1
2020-04-30 20:49:11 INFO  CruiseDaoImplementation:55 - Current Position in table(going down) = Skagen
2020-04-30 20:49:11 INFO  CruiseDaoImplementation:53 - ports_in_route_counter = 2
2020-04-30 20:49:11 INFO  CruiseDaoImplementation:55 - Current Position in table(going down) = Copenhagen
2020-04-30 20:49:11 INFO  CruiseDaoImplementation:55 - Current Position in table(going down) = Copenhagen
2020-04-30 20:49:11 INFO  CruiseDaoImplementation:53 - ports_in_route_counter = 3
2020-04-30 20:49:11 INFO  CruiseDaoImplementation:55 - Current Position in table(going down) = Skagen
2020-04-30 20:49:11 INFO  CruiseDaoImplementation:55 - Current Position in table(going down) = Aarhus
2020-04-30 20:49:11 INFO  CruiseDaoImplementation:53 - ports_in_route_counter = 4
2020-04-30 20:49:11 INFO  CruiseDaoImplementation:55 - Current Position in table(going down) = Odense
2020-04-30 20:49:11 INFO  CruiseDaoImplementation:61 - How many times it will go to the previous row = 0
2020-04-30 20:49:11 INFO  CruiseDaoImplementation:63 - Current Position in table(going up) = Odense
2020-04-30 20:49:11 INFO  CruiseDaoImplementation:61 - How many times it will go to the previous row = 1
2020-04-30 20:49:11 INFO  CruiseDaoImplementation:63 - Current Position in table(going up) = Aarhus
2020-04-30 20:49:11 INFO  CruiseDaoImplementation:61 - How many times it will go to the previous row = 2
2020-04-30 20:49:11 INFO  CruiseDaoImplementation:63 - Current Position in table(going up) = Skagen
2020-04-30 20:49:11 INFO  CruiseDaoImplementation:61 - How many times it will go to the previous row = 3
2020-04-30 20:49:11 INFO  CruiseDaoImplementation:63 - Current Position in table(going up) = Copenhagen
2020-04-30 20:49:11 INFO  CruiseDaoImplementation:68 - Cruise{ship=Ship{id=1, capacity=100, model='Tanya'}, port=Port{id=1, name='Oslo'}, route=[Oslo, Skagen, Copenhagen, Skagen, Odense], start_date=2020-06-20, end_date=2020-06-21}
2020-04-30 20:49:11 INFO  CruiseDaoImplementation:43 - Ship{id=2, capacity=200, model='Havana'}
2020-04-30 20:49:11 INFO  CruiseDaoImplementation:44 - Port{id=2, name='Skagen'}
2020-04-30 20:49:11 INFO  CruiseDaoImplementation:45 - Skagen
2020-04-30 20:49:11 INFO  CruiseDaoImplementation:55 - Current Position in table(going down) = Aarhus
2020-04-30 20:49:11 INFO  CruiseDaoImplementation:55 - Current Position in table(going down) = Odense
2020-04-30 20:53:21 INFO  CruiseDaoImplementation:43 - Ship{id=1, capacity=100, model='Tanya'}
2020-04-30 20:53:21 INFO  CruiseDaoImplementation:44 - Port{id=1, name='Oslo'}
2020-04-30 20:53:21 INFO  CruiseDaoImplementation:45 - Oslo
2020-04-30 20:53:21 INFO  CruiseDaoImplementation:54 - Current Position in table(going down) = Skagen
2020-04-30 20:53:21 INFO  CruiseDaoImplementation:56 - ports_in_route_counter = 1
2020-04-30 20:53:21 INFO  CruiseDaoImplementation:54 - Current Position in table(going down) = Copenhagen
2020-04-30 20:53:21 INFO  CruiseDaoImplementation:56 - ports_in_route_counter = 2
2020-04-30 20:53:21 INFO  CruiseDaoImplementation:54 - Current Position in table(going down) = Copenhagen
2020-04-30 20:53:21 INFO  CruiseDaoImplementation:56 - ports_in_route_counter = 3
2020-04-30 20:53:21 INFO  CruiseDaoImplementation:54 - Current Position in table(going down) = Skagen
2020-04-30 20:53:21 INFO  CruiseDaoImplementation:56 - ports_in_route_counter = 4
2020-04-30 20:53:21 INFO  CruiseDaoImplementation:54 - Current Position in table(going down) = Aarhus
2020-04-30 20:53:21 INFO  CruiseDaoImplementation:56 - ports_in_route_counter = 5
2020-04-30 20:53:21 INFO  CruiseDaoImplementation:54 - Current Position in table(going down) = Odense
2020-04-30 20:53:21 INFO  CruiseDaoImplementation:56 - ports_in_route_counter = 6
2020-04-30 20:53:21 INFO  CruiseDaoImplementation:61 - How many times it will go to the previous row = 0
2020-04-30 20:53:21 INFO  CruiseDaoImplementation:63 - Current Position in table(going up) = Odense
2020-04-30 20:53:21 INFO  CruiseDaoImplementation:61 - How many times it will go to the previous row = 1
2020-04-30 20:53:21 INFO  CruiseDaoImplementation:63 - Current Position in table(going up) = Aarhus
2020-04-30 20:53:21 INFO  CruiseDaoImplementation:61 - How many times it will go to the previous row = 2
2020-04-30 20:53:21 INFO  CruiseDaoImplementation:63 - Current Position in table(going up) = Skagen
2020-04-30 20:53:21 INFO  CruiseDaoImplementation:61 - How many times it will go to the previous row = 3
2020-04-30 20:53:21 INFO  CruiseDaoImplementation:63 - Current Position in table(going up) = Copenhagen
2020-04-30 20:53:21 INFO  CruiseDaoImplementation:61 - How many times it will go to the previous row = 4
2020-04-30 20:53:21 INFO  CruiseDaoImplementation:63 - Current Position in table(going up) = Copenhagen
2020-04-30 20:53:21 INFO  CruiseDaoImplementation:61 - How many times it will go to the previous row = 5
2020-04-30 20:53:21 INFO  CruiseDaoImplementation:63 - Current Position in table(going up) = Skagen
2020-04-30 20:53:21 INFO  CruiseDaoImplementation:68 - Cruise{ship=Ship{id=1, capacity=100, model='Tanya'}, port=Port{id=1, name='Oslo'}, route=[Oslo, Skagen, Copenhagen, Skagen, Odense], start_date=2020-06-16, end_date=2020-06-18}
2020-04-30 20:53:21 INFO  CruiseDaoImplementation:43 - Ship{id=1, capacity=100, model='Tanya'}
2020-04-30 20:53:21 INFO  CruiseDaoImplementation:44 - Port{id=3, name='Copenhagen'}
2020-04-30 20:53:21 INFO  CruiseDaoImplementation:45 - Copenhagen
2020-04-30 20:53:21 INFO  CruiseDaoImplementation:54 - Current Position in table(going down) = Copenhagen
2020-04-30 20:53:21 INFO  CruiseDaoImplementation:56 - ports_in_route_counter = 1
2020-04-30 20:53:21 INFO  CruiseDaoImplementation:54 - Current Position in table(going down) = Skagen
2020-04-30 20:53:21 INFO  CruiseDaoImplementation:56 - ports_in_route_counter = 2
2020-04-30 20:53:21 INFO  CruiseDaoImplementation:54 - Current Position in table(going down) = Aarhus
2020-04-30 20:53:21 INFO  CruiseDaoImplementation:56 - ports_in_route_counter = 3
2020-04-30 20:53:21 INFO  CruiseDaoImplementation:54 - Current Position in table(going down) = Odense
2020-04-30 20:53:21 INFO  CruiseDaoImplementation:56 - ports_in_route_counter = 4
2020-04-30 20:53:21 INFO  CruiseDaoImplementation:61 - How many times it will go to the previous row = 0
2020-04-30 20:53:21 INFO  CruiseDaoImplementation:63 - Current Position in table(going up) = Odense
2020-04-30 20:53:21 INFO  CruiseDaoImplementation:61 - How many times it will go to the previous row = 1
2020-04-30 20:53:21 INFO  CruiseDaoImplementation:63 - Current Position in table(going up) = Aarhus
2020-04-30 20:53:21 INFO  CruiseDaoImplementation:61 - How many times it will go to the previous row = 2
2020-04-30 20:53:21 INFO  CruiseDaoImplementation:63 - Current Position in table(going up) = Skagen
2020-04-30 20:53:21 INFO  CruiseDaoImplementation:61 - How many times it will go to the previous row = 3
2020-04-30 20:53:21 INFO  CruiseDaoImplementation:63 - Current Position in table(going up) = Copenhagen
2020-04-30 20:53:21 INFO  CruiseDaoImplementation:68 - Cruise{ship=Ship{id=1, capacity=100, model='Tanya'}, port=Port{id=3, name='Copenhagen'}, route=[Copenhagen], start_date=2020-06-20, end_date=2020-06-21}
2020-04-30 20:53:21 INFO  CruiseDaoImplementation:43 - Ship{id=2, capacity=200, model='Havana'}
2020-04-30 20:53:21 INFO  CruiseDaoImplementation:44 - Port{id=2, name='Skagen'}
2020-04-30 20:53:21 INFO  CruiseDaoImplementation:45 - Skagen
2020-04-30 20:53:21 INFO  CruiseDaoImplementation:54 - Current Position in table(going down) = Aarhus
2020-04-30 20:53:21 INFO  CruiseDaoImplementation:56 - ports_in_route_counter = 1
2020-04-30 20:53:21 INFO  CruiseDaoImplementation:54 - Current Position in table(going down) = Odense
2020-04-30 20:53:21 INFO  CruiseDaoImplementation:56 - ports_in_route_counter = 2
2020-04-30 20:53:21 INFO  CruiseDaoImplementation:61 - How many times it will go to the previous row = 0
2020-04-30 20:53:21 INFO  CruiseDaoImplementation:63 - Current Position in table(going up) = Odense
2020-04-30 20:53:21 INFO  CruiseDaoImplementation:61 - How many times it will go to the previous row = 1
2020-04-30 20:53:21 INFO  CruiseDaoImplementation:63 - Current Position in table(going up) = Aarhus
2020-04-30 20:53:21 INFO  CruiseDaoImplementation:68 - Cruise{ship=Ship{id=2, capacity=200, model='Havana'}, port=Port{id=2, name='Skagen'}, route=[Skagen], start_date=2020-06-25, end_date=2020-06-25}
2020-04-30 20:53:21 INFO  CruiseDaoImplementation:43 - Ship{id=3, capacity=150, model='ELC_EVEN'}
2020-04-30 20:53:21 INFO  CruiseDaoImplementation:44 - Port{id=5, name='Odense'}
2020-04-30 20:53:21 INFO  CruiseDaoImplementation:45 - Odense
2020-04-30 20:58:08 INFO  CruiseDaoImplementation:43 - Ship{id=1, capacity=100, model='Tanya'}
2020-04-30 20:58:08 INFO  CruiseDaoImplementation:44 - Port{id=1, name='Oslo'}
2020-04-30 20:58:08 INFO  CruiseDaoImplementation:45 - Oslo
2020-04-30 20:58:08 INFO  CruiseDaoImplementation:55 - Current Position in table(going down) = Skagen
2020-04-30 20:58:08 INFO  CruiseDaoImplementation:55 - Current Position in table(going down) = Copenhagen
2020-04-30 20:58:08 INFO  CruiseDaoImplementation:55 - Current Position in table(going down) = Copenhagen
2020-04-30 20:58:08 INFO  CruiseDaoImplementation:55 - Current Position in table(going down) = Skagen
2020-04-30 20:58:08 INFO  CruiseDaoImplementation:55 - Current Position in table(going down) = Aarhus
2020-04-30 20:58:08 INFO  CruiseDaoImplementation:55 - Current Position in table(going down) = Odense
2020-04-30 20:58:08 INFO  CruiseDaoImplementation:59 - How many times it will go to the previous row = 6
2020-04-30 20:58:08 INFO  CruiseDaoImplementation:62 - going up = 0
2020-04-30 20:58:08 INFO  CruiseDaoImplementation:64 - Current Position in table(going up) = Odense
2020-04-30 20:58:08 INFO  CruiseDaoImplementation:62 - going up = 1
2020-04-30 20:58:08 INFO  CruiseDaoImplementation:64 - Current Position in table(going up) = Aarhus
2020-04-30 20:58:08 INFO  CruiseDaoImplementation:62 - going up = 2
2020-04-30 20:58:08 INFO  CruiseDaoImplementation:64 - Current Position in table(going up) = Skagen
2020-04-30 20:58:08 INFO  CruiseDaoImplementation:62 - going up = 3
2020-04-30 20:58:08 INFO  CruiseDaoImplementation:64 - Current Position in table(going up) = Copenhagen
2020-04-30 20:58:08 INFO  CruiseDaoImplementation:62 - going up = 4
2020-04-30 20:58:08 INFO  CruiseDaoImplementation:64 - Current Position in table(going up) = Copenhagen
2020-04-30 20:58:08 INFO  CruiseDaoImplementation:62 - going up = 5
2020-04-30 20:58:08 INFO  CruiseDaoImplementation:64 - Current Position in table(going up) = Skagen
2020-04-30 20:58:08 INFO  CruiseDaoImplementation:69 - Cruise{ship=Ship{id=1, capacity=100, model='Tanya'}, port=Port{id=1, name='Oslo'}, route=[Oslo, Skagen, Copenhagen, Skagen, Odense], start_date=2020-06-16, end_date=2020-06-18}
2020-04-30 20:58:08 INFO  CruiseDaoImplementation:43 - Ship{id=1, capacity=100, model='Tanya'}
2020-04-30 20:58:08 INFO  CruiseDaoImplementation:44 - Port{id=3, name='Copenhagen'}
2020-04-30 20:58:08 INFO  CruiseDaoImplementation:45 - Copenhagen
2020-04-30 20:58:08 INFO  CruiseDaoImplementation:55 - Current Position in table(going down) = Copenhagen
2020-04-30 20:58:08 INFO  CruiseDaoImplementation:55 - Current Position in table(going down) = Skagen
2020-04-30 20:58:08 INFO  CruiseDaoImplementation:55 - Current Position in table(going down) = Aarhus
2020-04-30 20:58:08 INFO  CruiseDaoImplementation:55 - Current Position in table(going down) = Odense
2020-04-30 20:58:08 INFO  CruiseDaoImplementation:59 - How many times it will go to the previous row = 4
2020-04-30 20:58:08 INFO  CruiseDaoImplementation:62 - going up = 0
2020-04-30 20:58:08 INFO  CruiseDaoImplementation:64 - Current Position in table(going up) = Odense
2020-04-30 20:58:08 INFO  CruiseDaoImplementation:62 - going up = 1
2020-04-30 20:58:08 INFO  CruiseDaoImplementation:64 - Current Position in table(going up) = Aarhus
2020-04-30 20:58:08 INFO  CruiseDaoImplementation:62 - going up = 2
2020-04-30 20:58:08 INFO  CruiseDaoImplementation:64 - Current Position in table(going up) = Skagen
2020-04-30 20:58:08 INFO  CruiseDaoImplementation:62 - going up = 3
2020-04-30 20:58:08 INFO  CruiseDaoImplementation:64 - Current Position in table(going up) = Copenhagen
2020-04-30 20:58:08 INFO  CruiseDaoImplementation:69 - Cruise{ship=Ship{id=1, capacity=100, model='Tanya'}, port=Port{id=3, name='Copenhagen'}, route=[Copenhagen], start_date=2020-06-20, end_date=2020-06-21}
2020-04-30 20:58:08 INFO  CruiseDaoImplementation:43 - Ship{id=2, capacity=200, model='Havana'}
2020-04-30 20:58:08 INFO  CruiseDaoImplementation:44 - Port{id=2, name='Skagen'}
2020-04-30 20:58:08 INFO  CruiseDaoImplementation:45 - Skagen
2020-04-30 20:58:08 INFO  CruiseDaoImplementation:55 - Current Position in table(going down) = Aarhus
2020-04-30 20:58:08 INFO  CruiseDaoImplementation:55 - Current Position in table(going down) = Odense
2020-04-30 20:58:08 INFO  CruiseDaoImplementation:59 - How many times it will go to the previous row = 2
2020-04-30 20:58:08 INFO  CruiseDaoImplementation:62 - going up = 0
2020-04-30 20:58:08 INFO  CruiseDaoImplementation:64 - Current Position in table(going up) = Odense
2020-04-30 20:58:08 INFO  CruiseDaoImplementation:62 - going up = 1
2020-04-30 20:58:08 INFO  CruiseDaoImplementation:64 - Current Position in table(going up) = Aarhus
2020-04-30 20:58:08 INFO  CruiseDaoImplementation:69 - Cruise{ship=Ship{id=2, capacity=200, model='Havana'}, port=Port{id=2, name='Skagen'}, route=[Skagen], start_date=2020-06-25, end_date=2020-06-25}
2020-04-30 20:58:08 INFO  CruiseDaoImplementation:43 - Ship{id=3, capacity=150, model='ELC_EVEN'}
2020-04-30 20:58:08 INFO  CruiseDaoImplementation:44 - Port{id=5, name='Odense'}
2020-04-30 20:58:08 INFO  CruiseDaoImplementation:45 - Odense
2020-04-30 20:58:08 INFO  CruiseDaoImplementation:59 - How many times it will go to the previous row = 0
2020-04-30 21:01:51 INFO  CruiseDaoImplementation:43 - Ship{id=1, capacity=100, model='Tanya'}
2020-04-30 21:01:51 INFO  CruiseDaoImplementation:44 - Port{id=1, name='Oslo'}
2020-04-30 21:01:51 INFO  CruiseDaoImplementation:45 - Oslo
2020-04-30 21:01:51 INFO  CruiseDaoImplementation:55 - Current Position in table(going down) = Skagen
2020-04-30 21:01:51 INFO  CruiseDaoImplementation:55 - Current Position in table(going down) = Copenhagen
2020-04-30 21:01:51 INFO  CruiseDaoImplementation:55 - Current Position in table(going down) = Copenhagen
2020-04-30 21:01:51 INFO  CruiseDaoImplementation:55 - Current Position in table(going down) = Skagen
2020-04-30 21:01:51 INFO  CruiseDaoImplementation:55 - Current Position in table(going down) = Aarhus
2020-04-30 21:01:51 INFO  CruiseDaoImplementation:55 - Current Position in table(going down) = Odense
2020-04-30 21:01:51 INFO  CruiseDaoImplementation:59 - Ports_in_cruise 4
2020-04-30 21:01:51 INFO  CruiseDaoImplementation:60 - How many times it will go to the previous row = 6
2020-04-30 21:01:51 INFO  CruiseDaoImplementation:63 - going up = 0
2020-04-30 21:01:51 INFO  CruiseDaoImplementation:65 - Current Position in table(going up) = Odense
2020-04-30 21:01:51 INFO  CruiseDaoImplementation:63 - going up = 1
